"","word1","word2","rating","sim","cossim","glove300","glove50","pdc"
"137","wipe","wash",0.481,0.719710609069204,0.927157048696267,0.33832422,0.48543382,0.43505314
"138","pray","hope",0.697,0.406478154231626,0.832351630392571,0.37766486,0.5787765,0.26145044
"152","seem","appear",0.764,0.83352950831813,0.949410877393624,0.6652485,0.81736004,0.66737324
"158","have","hold",0.481,0.731576369802656,0.920418080003448,0.4954161,0.77174526,0.32775876
"159","kill","live",0.033,0.2811599068575,0.849612174254371,0.31073117,0.52595073,0.30406433
"160","descend","lower",0.764,0.537359607086577,0.849686019247119,0.12851511,0.36436653,0.26109126
"162","run","hurry",0.598,0.640679220233698,0.889125605603636,0.20022975,0.41739413,0.19621539
"164","rub","hold",0.149,0.407640579695194,0.828872503732504,0.1623992,0.36150107,0.14506216
"165","finish","start",0.05,0.205504639711549,0.806138577107553,0.5216221,0.7296779,0.44012702
"172","pull","strain",0.365,0.368908539416717,0.80813998056426,0.21344289,0.35866743,0.30094752
"174","inhale","breathe",0.797,0.523951938326861,0.687986706547309,0.48059025,0.7241372,0.6317014
"177","want","get",0.216,0.546701338362254,0.836062332335057,0.7761273,0.91282886,0.5327707
"182","hide","deny",0.448,0.670278853178399,0.824150334337748,0.38821673,0.56718814,0.36225355
"183","increase","raise",0.813,0.692040679587816,0.919690314696932,0.6110649,0.843501,0.4148589
"189","fall","dive",0.415,0.546897193325746,0.866704182851984,0.23067117,0.37715283,0.23134924
"194","regret","forget",0.083,0.438669194559255,0.728284056936009,0.3483045,0.56696045,0.44194478
"196","flee","fight",0.091,0.28195528054076,0.800812019541043,0.2669435,0.531387,0.377853
"201","jump","dive",0.515,0.183966579836383,0.744271496228169,0.37757725,0.6504346,0.3630649
"204","bring","carry",0.498,0.727067145915092,0.948160783988126,0.53781545,0.7609548,0.4273394
"205","get","ask",0.249,0.452001622136703,0.822437310302725,0.59667045,0.8216226,0.34521398
"206","spin","turn",0.697,0.662538132419182,0.895782827838701,0.38955986,0.62464595,0.28004056
"210","run","hide",0.1,0.501992295749811,0.862384324378224,0.22974613,0.36361358,0.2318413
"211","start","begin",0.88,0.805904175318757,0.945769052844891,0.77584386,0.8819239,0.60870093
"213","weave","drive",0.091,0.223899729486076,0.807284748406123,0.06391517,0.29225966,0.17656249
"214","prepare","cook",0.614,0.676968790391553,0.921208244678024,0.32155836,0.54023355,0.22531407
"217","hunt","kill",0.681,0.647013098339541,0.890972480507119,0.3926898,0.69922173,0.37207338
"218","let","allow",0.88,0.749065523105493,0.969743029869437,0.65022856,0.74430835,0.42141235
"219","look","appear",0.498,0.685602392436574,0.879757963720817,0.5445647,0.778902,0.3381883
"221","dive","swim",0.432,0.474918034156186,0.796869108638104,0.39129308,0.56501925,0.5059035
"222","dance","sway",0.382,0.177898410170472,0.721217478241267,0.09445781,0.20244911,0.26104778
"225","become","make",0.415,0.328067048850805,0.80338481599189,0.56687355,0.7276015,0.3564651
"227","sway","move",0.681,0.598777065767599,0.848813943442415,0.17927134,0.47057125,0.22786158
"228","go","send",0.149,0.724229460374749,0.947788985962901,0.4967875,0.71008277,0.42624113
"236","split","leave",0.299,0.452891204136383,0.876973691093275,0.25865218,0.51909673,0.20580062
"237","get","put",0.133,0.425271198250113,0.910824265411873,0.66540176,0.88641447,0.46563077
"241","cook","mix",0.349,0.11870302879629,0.724171383331817,0.3000715,0.5825526,0.18527095
"246","attack","beat",0.78,0.733465224891371,0.928195649999918,0.21548823,0.3994007,0.29662088
"263","float","drown",0.066,0.218074690381654,0.763338204663145,0.2900654,0.41876712,0.4242537
"264","sit","lie",0.332,0.585351434013617,0.893007689442566,0.43339333,0.5930553,0.32880998
"265","die","drown",0.481,0.131136282138154,0.773291436871927,0.35091674,0.5037426,0.3695353
"267","appear","see",0.365,0.270458902436105,0.861893507974742,0.4590787,0.74608564,0.2409043
"271","flow","pour",0.531,0.542135924003925,0.884071640299725,0.23039871,0.41544104,0.29081908
"272","play","swing",0.315,0.0420089600650217,0.650045314558504,0.31671983,0.59893197,0.18380609
"274","drip","sink",0.199,0.423446929231889,0.833275216083827,0.17107013,0.36216873,0.3443866
"277","sink","float",0.033,0.281886122048752,0.783274069775771,0.3578379,0.5886096,0.36975887
"283","run","escape",0.465,0.813599972156881,0.953907896254238,0.24364054,0.46995953,0.2040064
"285","take","choose",0.382,0.658375488401298,0.930358094593689,0.5400759,0.7801581,0.41600886
"288","tell","talk",0.83,0.702488918767469,0.924485041385969,0.6017191,0.8146589,0.44215062
"289","boil","fry",0.332,0.643379102031702,0.860155708283469,0.34484804,0.6188664,0.29794455
"291","keep","hold",0.614,0.736590255343071,0.945549082866468,0.5665562,0.8188363,0.39476475
"296","make","do",0.415,0.777498853484317,0.958232769007601,0.6952047,0.8858614,0.32552907
"297","drink","vomit",0.015,0.24673448148542,0.779635076560741,0.30067316,0.4897446,0.4628845
"300","smoke","cough",0.266,0.0906172600169134,0.721881148276295,0.22943951,0.43732592,0.3968182
"304","fight","kill",0.415,0.733698271697484,0.923443398152825,0.39854842,0.6419364,0.3599896
"305","rise","lift",0.747,0.687063878805436,0.951227205813198,0.28183866,0.5469237,0.25174245
"307","crawl","climb",0.232,0.717385247842436,0.960118723764693,0.3600531,0.5936621,0.43476328
"308","see","hear",0.199,0.389580130387617,0.918736092141848,0.51469517,0.7043192,0.44892573
"311","strike","blow",0.73,0.577930115289893,0.889002902162576,0.3682735,0.7309161,0.3744683
"313","go","flee",0.614,0.51384934373687,0.909790500938299,0.2944124,0.49337563,0.3335602
"316","fall","rise",0.033,0.443421352008969,0.87931744067885,0.6301451,0.8702823,0.42570326
"318","climb","fall",0.149,0.539625483052955,0.859679728320989,0.37387615,0.62863815,0.2789528
"319","burn","melt",0.581,0.0218827761733455,0.659767156844836,0.28674203,0.5755897,0.37384135
"327","hear","tell",0.083,0.423635811639947,0.857787500662411,0.6576738,0.85202956,0.5003095
"329","stab","shoot",0.183,0.660682360365617,0.907979897697892,0.3574421,0.4712499,0.3479132
"331","destroy","repair",0.083,0.131260056414877,0.765602933044162,0.26680365,0.45948112,0.36793265
"334","join","gather",0.515,0.740729576444136,0.947540383486548,0.39023894,0.5870657,0.3761759
"336","bend","turn",0.332,0.601730807513784,0.830874401569953,0.30244622,0.4831109,0.25905064
"341","stop","whistle",0.033,0.259897645105476,0.801215117749972,0.27237305,0.55222374,0.38755408
"344","guess","try",0.232,0.481827731437113,0.877762585983282,0.41282296,0.5863534,0.36096165
"346","drag","pull",0.73,0.806369801901755,0.947993136759531,0.37720233,0.6502919,0.326878
"350","hide","bury",0.531,0.757742587463926,0.909091010474739,0.25684032,0.50530607,0.2889517
"352","forgive","regret",0.116,0.628097982187872,0.820501303398644,0.3850019,0.59759915,0.47991097
"353","hide","find",0.166,0.384573346202031,0.813097304521552,0.43742248,0.7602033,0.4506241
"356","flee","escape",0.979,0.873663826270047,0.979702161706904,0.64726096,0.767726,0.68980414
"360","bury","forget",0.398,0.285488919717271,0.791238877261048,0.31388482,0.46798417,0.21989335
"362","learn","teach",0.282,0.847341731528294,0.975690678087231,0.75632447,0.86992157,0.68586224
"363","come","bring",0.183,0.639246771862813,0.921213201149613,0.7163469,0.9002118,0.59702575
"371","speak","listen",0.066,0.42024256775918,0.828984489402831,0.58814865,0.8171388,0.53520393
"379","walk","talk",0.133,0.0772074006797898,0.71173241254921,0.36456478,0.5762913,0.28684986
"383","protect","help",0.515,0.631999346336927,0.909476896485782,0.57743484,0.80949193,0.414901
"384","admit","give",0.232,0.524800551777407,0.88158129482328,0.39893308,0.6603313,0.37930655
"387","condemn","hate",0.564,0.367362716255844,0.722575796263398,0.3515508,0.61767447,0.39259985
"390","want","hope",0.515,0.774054465545823,0.938169144753871,0.59470713,0.8445276,0.2800249
"394","permit","deny",0.05,0.181146563958235,0.712528738969817,0.39267126,0.67453414,0.36042
"404","get","have",0.764,0.637713971916014,0.89827217970357,0.6133926,0.7961233,0.3182617
"413","build","destroy",0.05,0.298238941139444,0.837898547664519,0.45683256,0.6787683,0.39617014
"419","leave","escape",0.564,0.552321156971383,0.887111116347022,0.3965365,0.6722995,0.36583748
"422","push","urge",0.664,0.642634511992333,0.813162511135861,0.5263839,0.7456368,0.3975747
"426","rinse","wash",0.764,0.814172570863494,0.954203297199252,0.5167567,0.6843601,0.60371166
"433","break","connect",0.033,0.284677171664192,0.846553345229531,0.19503152,0.3622411,0.1881288
"441","lie","deceive",0.93,0.480804453792558,0.790307849897189,0.23965193,0.3005892,0.32677424
"448","perceive","understand",0.83,0.641971437272552,0.90013794079564,0.54574925,0.75456756,0.58753407
"451","show","dance",0.282,0.534820796975871,0.811556533578485,0.38334543,0.66815364,0.22028695
"453","stretch","pull",0.647,0.839413906668434,0.967057224418244,0.3888106,0.5930639,0.36488628
"459","talk","pray",0.249,0.428711662340686,0.791328423578541,0.27448973,0.42307454,0.256407
"468","attack","kill",0.423,0.552420287557991,0.90050649434519,0.4947381,0.72210336,0.3698351
"474","reflect","see",0.415,0.349521801607618,0.879376936382871,0.35252574,0.6960116,0.24290629
"479","pay","buy",0.548,0.762576870613058,0.935734710585715,0.52169067,0.7826018,0.46319193
"489","judge","condemn",0.647,0.689131035385381,0.854526800061473,0.09342465,0.3511361,0.2798035
"492","listen","learn",0.133,0.505873753136114,0.903906897085822,0.5285939,0.7594046,0.44454983
"493","retreat","hide",0.581,0.518433459972991,0.860357547774178,0.20125718,0.3523121,0.27103293
"498","obey","command",0.216,0.312113038413996,0.817249834836613,0.22411111,0.41320905,0.34052876
"503","tumble","fall",0.83,0.872458543009077,0.974466050083457,0.4623634,0.6727816,0.31312338
"524","help","lend",0.598,0.687129740158774,0.849053367205073,0.41454345,0.6248007,0.2868152
"529","betray","lie",0.797,0.573191866450055,0.818892683163306,0.19729179,0.37533748,0.34359565
"531","stop","go",0.116,0.468076597493495,0.899657168543354,0.55367064,0.7932796,0.3020539
"542","ride","drive",0.498,0.718418590088555,0.942087594142961,0.38597488,0.6928585,0.34202698
"554","cover","bury",0.697,0.753565370290431,0.900159670189873,0.07848928,0.24648376,0.17725942
"557","hit","beat",0.797,0.714752590960318,0.948016893424079,0.32470033,0.58733094,0.30478656
"560","bother","affect",0.598,0.00391236768462351,0.697029450298115,0.20330353,0.40081275,0.31214523
"562","go","start",0.83,0.445677800958311,0.872714288092224,0.5727021,0.8569192,0.28056857
"565","sit","rise",0.03,0.409623851733227,0.874873240095778,0.15972063,0.26031178,0.20282167
"566","protect","watch",0.498,0.616741295426346,0.823377999872673,0.34211656,0.58076286,0.32515562
"569","read","write",0.181,0.211997821445892,0.71731830251166,0.6291235,0.8216842,0.6720915
"570","shake","dance",0.515,0.180725025243492,0.702652227633877,0.18646984,0.41202983,0.30979207
"580","defend","help",0.564,0.679253214750746,0.916239148917543,0.41469994,0.64699864,0.3365553
"581","bake","fry",0.481,0.849890343517741,0.959763536585985,0.39528102,0.61354715,0.2719319
"588","watch","see",0.813,0.432793874230315,0.927833753676266,0.5085657,0.78015697,0.30344215
"594","become","arrive",0.133,0.642896702059138,0.896258345433687,0.18994072,0.35408717,0.24432045
"596","strike","hit",0.896,0.725063500970364,0.952946773555384,0.39941964,0.6805335,0.3695518
"602","admit","tell",0.498,0.717336792478971,0.92785154631623,0.519039,0.74957573,0.41593665
"609","give","return",0.332,0.639579104532575,0.909274462872721,0.5469069,0.84121406,0.26418966
"611","blow","whistle",0.282,0.73430047570191,0.94194990673899,0.31220487,0.55907416,0.43237084
"615","allow","deny",0.017,0.176100730847122,0.707201108353271,0.42352593,0.68256634,0.3913989
"620","hit","connect",0.382,0.238681964836388,0.818719536291128,0.1279426,0.2747727,0.11284514
"628","change","affect",0.697,0.227380368648906,0.785416430662693,0.50310796,0.8176104,0.43472493
"632","follow","come",0.415,0.546332211939563,0.882150775481334,0.5946949,0.86396044,0.31381205
"639","sew","weave",0.515,0.473111614630161,0.88867949110162,0.4136765,0.70619017,0.50622684
"644","retreat","go",0.349,0.536036319780763,0.912891306303922,0.21981719,0.48252288,0.21179564
"647","return","take",0.149,0.386201146353056,0.882923013958809,0.55772996,0.8721524,0.331448
"653","teach","show",0.581,0.772723565885963,0.937603053604971,0.22487521,0.37768835,0.25481886
"664","say","announce",0.83,0.770316047715429,0.960636803934512,0.29122093,0.5837087,0.3683884
"671","scratch","rub",0.398,0.669926865942441,0.916352107483993,0.28583482,0.4293888,0.26113287
"674","wrap","cover",0.847,0.686028576464299,0.903508338031287,0.35329115,0.56611,0.32611492
"676","think","reflect",0.813,0.799866165259592,0.97418606607601,0.36834663,0.6037588,0.23981959
"677","follow","lead",0.017,0.327727462901236,0.828806092546533,0.3358176,0.5621676,0.34309056
"687","accuse","defend",0.066,0.0673434111357587,0.554909819083041,0.30363056,0.5494313,0.35406289
"692","enter","admit",0.531,0.308864165417592,0.787383684123542,0.31937787,0.56429166,0.40325886
"699","blow","hit",0.315,0.577558022769004,0.857996790086292,0.38839835,0.66295576,0.3946945
"702","chew","bite",0.697,0.864898705328039,0.970779818296378,0.3381928,0.48480156,0.41564703
"703","float","swim",0.465,0.864203319223796,0.96143660369148,0.3117717,0.45832017,0.39545158
"705","need","urge",0.465,0.356428677945825,0.737663141813423,0.44699678,0.682004,0.37631923
"708","retreat","run",0.564,0.768531200792653,0.946257541885483,0.14945333,0.40322867,0.17163418
"713","blame","hate",0.315,0.229437810705514,0.684015102719217,0.34420004,0.6393941,0.39812714
"719","go","leave",0.845,0.761806842066481,0.978943147005153,0.65762055,0.8625024,0.4775033
"720","begin","stop",0.033,0.21894899551731,0.782044694672822,0.4949016,0.761627,0.3591163
"722","think","feel",0.332,0.285160492726669,0.887060871117088,0.7114385,0.87552464,0.5360808
"724","ascend","descend",0.106,0.50818471463064,0.919640275754458,0.56554633,0.6320785,0.6859289
"735","tell","announce",0.797,0.76092114054075,0.960280171472102,0.26217613,0.48748434,0.37321073
"740","reflect","shine",0.614,0.0268779324528412,0.579112172461986,0.21092853,0.42611468,0.28995505
"742","speak","tell",0.681,0.783025001303083,0.961888256303181,0.5890667,0.80945486,0.42012972
"745","marry","wed",0.847,0.738004272049032,0.956334493960359,0.4480113,0.4963956,0.7219652
"747","push","fight",0.498,0.405454873482904,0.843749883675259,0.441455,0.6945317,0.30932176
"748","learn","read",0.232,0.850298484074514,0.9658051924658,0.464304,0.64503974,0.40629992
"752","deny","admit",0.033,0.188473331628817,0.653721734669036,0.53402096,0.7774385,0.56201106
"756","hit","pinch",0.299,0.279438142215974,0.820204422421461,0.42378345,0.5575653,0.38991478
"760","leave","take",0.116,0.606661027457678,0.922663765184534,0.6359134,0.8691337,0.4430836
"761","sell","barter",0.531,0.844153187233323,0.968285991834326,0.22880402,0.43818426,0.40276656
"766","condemn","accuse",0.614,0.891456912187747,0.964274870878107,0.3724691,0.6007637,0.5652462
"776","attack","fight",0.697,0.486219613896417,0.880829618787502,0.339706,0.63225335,0.35137823
"781","move","leave",0.481,0.639102424211487,0.940424235788404,0.51282275,0.82033026,0.43044534
"787","come","leave",0.1,0.613475481608288,0.937055289657584,0.6373154,0.84674084,0.3427338
"790","smell","taste",0.249,0.675916168652292,0.89079516391003,0.58598393,0.7399243,0.6043632
"791","lower","raise",0,0.172770828454272,0.770657133619669,0.39265895,0.6631107,0.26035824
"794","strain","lift",0.183,0.156093608712455,0.73496981717341,0.13651149,0.35720992,0.21690162
"796","play","lead",0.232,0.315027309975938,0.781411738188277,0.42893803,0.7151563,0.28137377
"799","deny","lie",0.415,0.139749182201018,0.726501460455321,0.24673292,0.43903044,0.29308248
"802","retreat","attack",0.083,0.213817933446111,0.792094404281173,0.29753476,0.47865748,0.33334842
"815","miss","hit",0.017,0.100734597438652,0.664246060341429,0.32009056,0.4773659,0.28959116
"817","move","change",0.415,0.52970098521618,0.85744601418181,0.5676631,0.8320544,0.41530988
"821","talk","listen",0.116,0.261658205381198,0.750950116604922,0.60840243,0.81334376,0.5288062
"825","let","permit",0.813,0.747296303568094,0.970772261063985,0.3767899,0.5122343,0.29563314
"827","lie","promise",0.033,0.226818754109502,0.783754171893312,0.24713121,0.36164737,0.1636805
"828","set","swing",0.166,0.187284970346724,0.72472428606962,0.17740008,0.5622892,0.09564326
"829","jog","run",0.747,0.398603763745911,0.779739075526616,0.17693397,0.2105232,0.28425506
"831","talk","say",0.896,0.720964796696669,0.903916934359762,0.5336847,0.7619351,0.37351727
"834","die","kill",0.083,0.766231092611798,0.945550100545265,0.49423754,0.6476716,0.46698517
"838","touch","kiss",0.349,0.334328171876446,0.771425049500081,0.28972104,0.5187178,0.34048706
"843","have","want",0.183,0.298537935182986,0.779913831067744,0.5884212,0.77007043,0.38647616
"849","obey","follow",0.797,0.711853946792523,0.878113703933226,0.33960247,0.48011774,0.43323687
"865","walk","crawl",0.232,0.272666591122034,0.866688302212662,0.4197824,0.60891557,0.44364303
"868","look","see",0.797,0.486308505733291,0.9612009618211,0.683111,0.84484744,0.32599804
"873","tell","lie",0.216,0.630750917013647,0.800397536918509,0.42073613,0.5854231,0.37572655
"874","cover","spread",0.498,0.534612628721471,0.856605810658712,0.36152145,0.59750605,0.23838855
"875","descend","leave",0.266,0.618499235681862,0.93073396116669,0.17756416,0.46416852,0.3115128
"878","cover","hide",0.647,0.720056233139343,0.928674170115479,0.4099098,0.61187315,0.31234062
"884","sow","sew",0.166,0.20269515892447,0.755819529487386,0.26747495,0.19714771,0.28630677
"886","allow","go",0.266,0.713368335170629,0.935892705499253,0.5498646,0.74469775,0.34638277
"888","forget","leave",0.315,0.594008539491888,0.89716934348161,0.43035343,0.63833904,0.38587826
"891","defend","stand",0.166,0.304105663864441,0.817463028328435,0.41150138,0.6723574,0.25352943
"899","like","want",0.382,0.784052456713361,0.917560840793432,0.6122602,0.8074797,0.40951708
"905","push","pull",0.083,0.644536214652343,0.887212019359978,0.59963214,0.8339081,0.70941544
"912","retreat","leave",0.847,0.694272634820781,0.931692268075926,0.31140393,0.5840665,0.36093757
"918","give","sell",0.232,0.767708491908961,0.942556908098927,0.4789435,0.68880016,0.32374936
"919","rise","lower",0.033,0.260272193823887,0.835574059242317,0.5006146,0.7751504,0.23275694
"922","stop","flow",0.017,0.143709619878506,0.812800200644834,0.32367545,0.5774689,0.18728836
"930","come","go",0.183,0.66834801550317,0.949952382467292,0.7987577,0.94523174,0.47617486
"932","bake","make",0.619,0.458790996235831,0.7760904789948,0.19039516,0.2736405,0.23998106
"936","run","flow",0.266,0.57308898426406,0.904236718985161,0.20246547,0.47072002,0.17680797
"938","move","turn",0.481,0.444826310379562,0.884738471409161,0.57344425,0.8842547,0.34500983
"939","enter","leave",0.116,0.518093888885236,0.935377487516155,0.49969506,0.8397928,0.54887176
"949","choose","pick",0.963,0.725155163295802,0.966580971251105,0.5298041,0.653361,0.40997717
"950","sew","knit",0.598,0.210798238152942,0.7113711267853,0.35057697,0.51548517,0.45206222
"958","become","grow",0.515,0.632504463678333,0.880075587867141,0.42346832,0.6108568,0.31368762
"959","learn","know",0.564,0.765187600281922,0.93063659779179,0.6495411,0.8417199,0.57890207
"961","cook","boil",0.598,0.732118903094038,0.919528322920304,0.5124707,0.6419708,0.3182094
"978","result","finish",0.664,0.336632765223348,0.807401643241092,0.33016863,0.5205961,0.17605683
"981","leave","ascend",0.066,0.672730613442395,0.955517009645636,0.0379312,0.22160666,0.28167602
"982","be","become",0.581,0.649435731284856,0.895829022321279,0.5681631,0.81997335,0.4474727
"984","leave","return",0.015,0.452554043678817,0.898788073613545,0.66638964,0.8811299,0.59514046
"988","kneel","bend",0.481,0.342235445721987,0.760048057551494,0.20461358,0.26865482,0.27138814
"990","lie","admit",0.332,0.358719821628254,0.783019247197917,0.32382867,0.5730282,0.3301204
"1003","keep","find",0.349,0.533315466511113,0.899149634978401,0.55075884,0.85294753,0.40750372
"1005","know","think",0.257,0.525402577823321,0.910810456902521,0.8562583,0.9441744,0.6416094
"1006","send","get",0.183,0.395430708486811,0.90151833889535,0.46076214,0.6915614,0.46848208
"1017","guess","know",0.183,0.637905441777029,0.870585064840753,0.7268487,0.90106577,0.5135151
"1025","explain","understand",0.166,0.414994651438548,0.822565144291816,0.75378084,0.90777147,0.72213185
"1026","crawl","run",0.133,0.290333901255272,0.843550607913087,0.15549189,0.28058848,0.26985916
"1033","deny","forbid",0.847,0.792263715129576,0.887953195690348,0.31669536,0.56476074,0.47346354
"1034","pinch","squeeze",0.664,0.773967633315134,0.952451469560376,0.4098191,0.578519,0.384161
"1040","command","tell",0.78,0.698704548058418,0.886129643714694,0.13677734,0.31056175,0.17120379
"1050","sway","swing",0.747,0.838280433273598,0.929031049643319,0.37052247,0.5419043,0.37711152
"1059","carry","hold",0.709,0.719653160378705,0.952616670624621,0.4571094,0.71763146,0.37017408
"1069","appear","come",0.365,0.488181365172544,0.794843849012146,0.52456146,0.7650191,0.3269814
"1076","tell","listen",0.066,0.395345391782438,0.834523654648108,0.67695045,0.8591983,0.49611548
"1077","drive","permit",0.116,0.462751918405697,0.878798673650837,0.22071941,0.45685124,0.22295648
"1079","smell","touch",0.1,0.539537302847694,0.845932475695419,0.3124531,0.5159195,0.41871107
"1084","take","seize",0.813,0.741248851989942,0.965050685259167,0.41444176,0.5777482,0.4412747
"1088","perceive","think",0.634,0.33615363103761,0.851814298221841,0.38434368,0.5792125,0.46260607
"1093","bend","stretch",0.614,0.20711201308027,0.747113045879572,0.2809889,0.60128707,0.3166281
"1094","pour","drip",0.315,0.769002033404335,0.947863367770808,0.32987168,0.55490345,0.33596966
"1102","do","stop",0.033,0.345068908849836,0.848595500636369,0.5128124,0.71097386,0.26571286
"1105","make","break",0.017,0.34054953333166,0.841855785672292,0.5059886,0.75689274,0.34351847
"1106","weave","knit",0.614,0.42443593725232,0.831676354395157,0.40579572,0.5804807,0.47270805
"1119","cough","sneeze",0.315,0.832590209968309,0.899453428473918,0.49409866,0.7264149,0.5196852
"1121","leave","flee",0.78,0.678024300636353,0.922717178831297,0.4645224,0.64863807,0.5914951
"1129","let","do",0.066,0.446448517446255,0.887221694250839,0.7209918,0.91486686,0.29521114
"1133","begin","finish",0.183,0.156474918906029,0.778500768374933,0.363444,0.5486868,0.34600803
"1142","change","become",0.548,0.758979701877563,0.902289287556588,0.39347973,0.72984916,0.19792904
"1147","listen","watch",0.116,0.413608360075432,0.86702542486397,0.512248,0.7005591,0.36934957
"1158","admit","say",0.498,0.669251220866646,0.917193630723834,0.5250075,0.7657934,0.47524196
"1164","cook","fry",0.664,0.622733500605299,0.887196972185786,0.5601244,0.82367975,0.30181018
"1173","go","enter",0.581,0.658982738439591,0.941360163066416,0.4674678,0.78173137,0.39274192
"1175","fly","ascend",0.664,0.352707032474641,0.91867593526403,0.0034821015,0.22755949,0.26260656
"1176","do","dare",0.166,0.0655140761925152,0.714031364224686,0.4970355,0.71755177,0.32074603
"1181","send","give",0.548,0.589927915183075,0.911372389456856,0.5166843,0.80091596,0.47484025
"1183","give","lend",0.649,0.7317775586189,0.909605335143961,0.4471425,0.65475875,0.46658558
"1185","forbid","stop",0.78,0.134686470302745,0.753267033411232,0.29001388,0.518158,0.3553868
"1186","blame","accuse",0.847,0.881823035621671,0.97349944054418,0.5097504,0.69136333,0.529297
"1193","swim","drown",0.149,0.224343873232725,0.769641335401865,0.31881213,0.4889727,0.5456938
"1196","call","talk",0.498,0.496845637834905,0.867571659334573,0.5328726,0.82332486,0.36209854
"1199","fill","cover",0.349,0.152825252847933,0.783833597942968,0.3451214,0.68117434,0.2203148
"1201","put","give",0.299,0.652148009630027,0.926705510706943,0.6763189,0.8922899,0.40463695
"1215","cast","break",0.133,0.164176748728037,0.793101409296903,0.25350773,0.4737767,0.18280311
"1223","lie","lay",0.631,0.96475776056251,1,0.48283276,0.6383752,0.46352753
"1224","stop","wait",0.531,0.378867453123542,0.81572444208605,0.44232172,0.6634754,0.3749024
