"","word1","word2","rating","sim","cossim","glove300","glove50","pdc"
"122","bottom","side",0.263,0.332604315509999,0.823016780220498,0.4979901,0.76660174,0.26464772
"123","vessel","vein",0.515,0.722640946184622,0.925579494129659,0.11596073,0.25851417,0.29450306
"124","roof","floor",0.262,0.16264520933476,0.737631339111526,0.51065886,0.7702983,0.5186827
"125","shoulder","head",0.342,0.705269087994959,0.936781098220671,0.35654098,0.618918,0.37628746
"126","elbow","ankle",0.313,0.665506829373587,0.872399990338762,0.7046117,0.89483887,0.6194366
"127","girl","child",0.538,0.717414496355599,0.92751523491581,0.6229296,0.78568965,0.4589128
"128","bird","hen",0.703,0.3993362153333,0.873597291732297,0.28258324,0.3156905,0.4089673
"129","body","spine",0.478,0.225188576077954,0.815886281670993,0.2959383,0.5619897,0.3296035
"130","head","nail",0.247,0.167712845268772,0.708298887113528,0.13568108,0.37229636,0.19832715
"131","spoon","cup",0.202,0.519851979727935,0.78651893107183,0.26802975,0.40093645,0.3607524
"132","man","husband",0.532,0.760114970513575,0.958131415051822,0.4309836,0.7383769,0.16711733
"133","bone","neck",0.253,0.270865238096389,0.715290802257107,0.4009204,0.65134007,0.38438633
"134","river","sea",0.572,0.691354452585712,0.857487411407846,0.36394796,0.6587682,0.28363648
"135","snow","weather",0.548,0.520907248211423,0.806177648795499,0.48703963,0.71623445,0.46808198
"136","boy","brother",0.667,0.385893664567302,0.836215370911854,0.53986585,0.67192996,0.3180035
"137","root","grass",0.355,0.376066517460175,0.793176378216568,0.30730695,0.5190203,0.4169609
"138","vehicle","bus",0.647,0.515287703088819,0.887967367147333,0.5221533,0.7709137,0.43014696
"139","finger","palm",0.333,0.543011953474084,0.874815816689921,0.18694676,0.253257,0.32688367
"140","car","bridge",0.095,0.322807694096959,0.686018233936253,0.2498134,0.4670933,0.21918726
"141","happiness","luck",0.238,0.815612110295239,0.929089516204882,0.39799854,0.63771856,0.44727996
"142","danger","disease",0.3,0.302315199216503,0.707272874389088,0.28973207,0.6076075,0.20366766
"143","activity","movement",0.715,0.110060407119163,0.675686811065144,0.37911567,0.5962389,0.32944557
"144","father","god",0.357,0.239710376806748,0.677739001134165,0.4160498,0.5620282,0.30162036
"145","game","action",0.485,0.397431097909783,0.791119150782406,0.35261887,0.5056675,0.23298453
"146","home","state",0.258,0.28714617481412,0.789593229964036,0.2829821,0.6149057,0.16045071
"147","cousin","uncle",0.463,0.656136942067628,0.953360579673888,0.7236309,0.915074,0.7322398
"148","area","corner",0.207,0.333702606751791,0.781340545862251,0.46338987,0.61818486,0.26102906
"149","breakfast","supper",0.44,0.812593755914481,0.954500443563191,0.48709905,0.61557096,0.515513
"150","hip","lip",0.143,0.0961069557506236,0.653028751643654,0.25066242,0.54784715,0.2529763
"151","daughter","kid",0.417,0.317145528048078,0.772544548033367,0.33174077,0.46891284,0.20373136
"152","liver","lung",0.27,0.450046362569933,0.860210161064926,0.6228562,0.7368012,0.5946155
"153","clothes","button",0.23,0.0694572777704318,0.752487299689357,0.1292744,0.3784833,0.26245567
"154","clothes","coat",0.535,0.798733346728142,0.926977284327464,0.4312622,0.6208961,0.37904847
"155","tobacco","cigarette",0.75,0.850886433935746,0.973269415281834,0.73845094,0.8120861,0.7439424
"156","baby","daughter",0.5,0.641655127530432,0.918637161822463,0.5163571,0.65051526,0.361838
"157","horse","ox",0.302,0.457225129592724,0.764714916125312,0.40053332,0.6329869,0.46459416
"158","throat","nose",0.28,0.220314517951637,0.708317790002927,0.5479847,0.8450863,0.5242875
"159","bone","teeth",0.417,0.703483531749346,0.861996890882145,0.4771354,0.7884455,0.5262924
"160","bone","elbow",0.378,0.377761274752326,0.763307862636518,0.44200388,0.6462039,0.42002532
"161","boy","soldier",0.215,0.442346532850639,0.631124805516043,0.45254683,0.6789853,0.36366257
"162","bed","chair",0.35,0.494310951397365,0.802042984435029,0.3713907,0.5256057,0.30785513
"163","gun","knife",0.365,0.219198431502112,0.696036196663403,0.40465572,0.66389424,0.36371168
"164","meat","bread",0.167,0.395216891941044,0.775226486108615,0.53635275,0.74152344,0.6201004
"165","arm","bone",0.383,0.465183415307577,0.855061244590257,0.2827379,0.5490673,0.2818982
"166","neck","spine",0.532,0.385277727330329,0.739449502356181,0.52935815,0.74999493,0.53830206
"167","night","dawn",0.295,0.608742220790268,0.867087498628961,0.4991313,0.7181202,0.462724
"168","dinner","soup",0.372,0.22559484653461,0.664589181539059,0.39914477,0.59366405,0.44159934
"169","calf","bull",0.493,0.588789452215989,0.761883154483659,0.3220412,0.43323448,0.49586132
"170","snow","storm",0.48,0.403935819410298,0.796410652309172,0.37909868,0.6500728,0.3657439
"171","nail","hand",0.342,0.386664922402267,0.715482572017808,0.27448753,0.5762222,0.22390656
"172","dog","horse",0.238,0.0831193209941906,0.670725681544973,0.53697515,0.7907584,0.3839034
"173","arm","neck",0.158,0.240999052894137,0.700714556562363,0.44871944,0.651462,0.4359907
"174","child","boy",0.575,0.764078563886949,0.941338276215934,0.59528834,0.77595395,0.4867156
"175","alcohol","wine",0.742,0.845960829952306,0.975351853654348,0.41352168,0.52398086,0.5064593
"176","nose","mouth",0.373,0.608377132057537,0.865751449555935,0.54683465,0.7688274,0.5082658
"177","street","car",0.238,0.41571710613892,0.809442153542748,0.30016822,0.53635335,0.24890858
"178","friend","mother",0.253,0.453874312719048,0.88335782564482,0.5772965,0.8599087,0.39970273
"179","pupil","president",0.078,0.211155275841767,0.741698841353728,0.012186542,0.034231935,0.13601226
"180","woman","fur",0.058,0.218631367844803,0.729776620239053,0.14832418,0.24945848,0.17862326
"181","meal","waist",0.098,0.00463098217414593,0.6621382180242,0.03786597,0.14207283,0.26458764
"182","stomach","vein",0.235,0.172384378487131,0.643718692025014,0.3038341,0.60374945,0.29383639
"183","gun","fur",0.03,0.10884389882764,0.660576729528935,0.13381384,0.28956562,0.16163483
"184","rice","boy",0.04,0.00483350053261283,0.561858367174111,0.080247186,0.26367655,0.1480875
"185","go","come",0.242,0.66834801550317,0.949952382467292,0.7987577,0.94523174,0.47617486
"186","take","steal",0.618,0.293811751335877,0.815893375276889,0.3151056,0.5200276,0.3745991
"187","listen","hear",0.817,0.832656985362217,0.977602927816489,0.7479685,0.88313055,0.7450852
"188","protect","defend",0.913,0.817617462710552,0.975517346192165,0.6427171,0.7578272,0.66344357
"189","kill","destroy",0.59,0.52613568895601,0.908590127607361,0.59933347,0.73543984,0.6625334
"190","carry","bring",0.58,0.727067145915092,0.948160783988126,0.53781545,0.7609548,0.4273394
"191","leave","enter",0.095,0.518093888885236,0.935377487516155,0.49969506,0.8397928,0.54887176
"192","listen","obey",0.493,0.801744745242853,0.973562863999771,0.29159757,0.48997182,0.39282387
"193","destroy","make",0.16,0.337787521028509,0.841754809702515,0.35149443,0.5702836,0.36785325
"194","give","lend",0.722,0.7317775586189,0.909605335143961,0.4471425,0.65475875,0.46658558
"195","understand","know",0.747,0.808989234343057,0.974039802401877,0.79633117,0.89450645,0.68037903
"196","leave","go",0.763,0.761806842066481,0.978943147005153,0.65762055,0.8625024,0.4775033
"197","know","believe",0.55,0.65070442503137,0.91397301752977,0.7435047,0.8713006,0.51878977
"198","gather","meet",0.73,0.452151195285253,0.860273896253358,0.39004177,0.5885131,0.3770952
"199","make","earn",0.762,0.525474033235992,0.837951175920716,0.42348388,0.62997407,0.35594657
"200","arrive","leave",0.133,0.455578440791011,0.90100674291344,0.56612635,0.79646194,0.5074725
"201","succeed","try",0.398,0.230851185207705,0.728982052956006,0.34803334,0.58259976,0.37150383
"202","arrive","come",0.705,0.807020959370579,0.959432003704124,0.52294314,0.6636813,0.39619225
"203","kill","choke",0.492,0.141279981221719,0.807565151705825,0.18088704,0.3793426,0.39988908
"204","leave","remain",0.253,0.232233739310185,0.877978434467146,0.5205913,0.7475849,0.46467268
"205","go","enter",0.4,0.658982738439591,0.941360163066416,0.4674678,0.78173137,0.39274192
"206","take","carry",0.523,0.715936311674139,0.95968803863757,0.5273507,0.7777833,0.35207576
"207","ask","pray",0.372,0.763408089717955,0.903002264182076,0.441516,0.58733565,0.46323118
"208","go","send",0.375,0.724229460374749,0.947788985962901,0.4967875,0.71008277,0.42624113
"209","speak","hear",0.302,0.423512497999182,0.854322968397975,0.59125835,0.7970216,0.53381467
"210","go","allow",0.362,0.713368335170629,0.935892705499253,0.5498646,0.74469775,0.34638277
"211","learn","listen",0.388,0.505873753136114,0.903906897085822,0.5285939,0.7594046,0.44454983
"212","steal","buy",0.113,0.171201825756652,0.772456678146848,0.39944565,0.55024576,0.48007593
"213","kill","hang",0.445,0.334104140696382,0.854623190615167,0.15323675,0.27306187,0.309273
"214","forget","know",0.092,0.21905579086726,0.779009599760262,0.6331644,0.8391874,0.5499877
"215","do","happen",0.423,0.348846365387429,0.83730141447723,0.67861336,0.83415604,0.5129593
"216","give","deny",0.143,0.151850478633339,0.713770514352833,0.42588606,0.7061256,0.39854118
"217","get","put",0.198,0.425271198250113,0.910824265411873,0.66540176,0.88641447,0.46563077
"218","come","bring",0.242,0.639246771862813,0.921213201149613,0.7163469,0.9002118,0.59702575
"219","take","leave",0.247,0.606661027457678,0.922663765184534,0.6359134,0.8691337,0.4430836
"220","find","disappear",0.077,0.249741901933055,0.814468329382788,0.32124963,0.63088185,0.31671917
"221","make","become",0.477,0.328067048850805,0.80338481599189,0.56687355,0.7276015,0.3564651
"222","give","put",0.365,0.652148009630027,0.926705510706943,0.6763189,0.8922899,0.40463695
"223","understand","listen",0.468,0.774214899602391,0.952271669453338,0.55109334,0.75301856,0.46860185
"224","borrow","sell",0.173,0.447129876249063,0.892161756284568,0.5093964,0.71145624,0.43108675
"225","keep","protect",0.54,0.759713372022825,0.931799906114937,0.55040205,0.74427676,0.5349839
"226","forgive","forget",0.392,0.808436627817418,0.902659343948364,0.5505347,0.67325544,0.6287549
"227","understand","forgive",0.487,0.211745412012439,0.761706333568664,0.36190164,0.5697739,0.49295983
"228","get","remain",0.16,0.277950738075718,0.883277885515318,0.2929798,0.62363404,0.19429459
"229","think","inquire",0.477,0.356349410622929,0.847873336644604,0.06573737,0.19347723,0.31572682
"230","owe","lend",0.232,0.625533826882742,0.799869336690251,0.35706177,0.68312716,0.3677359
"231","keep","borrow",0.225,0.37233767067758,0.850805074808494,0.3078166,0.5669088,0.30860266
"232","give","borrow",0.222,0.636315471067164,0.888328880328105,0.292156,0.5479877,0.25910506
"233","kill","defend",0.263,0.233292589649779,0.777664146787601,0.32141152,0.5173169,0.36460653
"234","breathe","choke",0.137,0.00958480554997792,0.715147126936628,0.20730612,0.4654634,0.28370455
"235","become","seem",0.263,0.171811584661241,0.701124310230026,0.46082217,0.7570503,0.30693555
"236","want","choose",0.478,0.2236242159993,0.735346289614443,0.6097551,0.80342567,0.49483234
"237","try","think",0.262,0.375766236003686,0.881954875408445,0.51490504,0.71759534,0.35828972
"238","become","appear",0.477,0.264624605512288,0.737192124585935,0.43827918,0.7443069,0.30426767
"239","keep","give",0.105,0.386621349168818,0.881121816365129,0.5688111,0.85923445,0.42016435
"240","give","allow",0.515,0.664869380303873,0.920341090236973,0.6384314,0.81643957,0.4789456
"241","bring","send",0.297,0.619713467954132,0.9242690971688,0.4845716,0.73493224,0.53629535
"242","leave","appear",0.097,0.257412658165512,0.749845885849444,0.40374345,0.65831345,0.29380965
"243","begin","go",0.742,0.253598433543295,0.799532502017828,0.47492823,0.7991007,0.3627873
"244","get","buy",0.508,0.655956890177988,0.930941305404707,0.52673453,0.6789489,0.48201117
"245","join","marry",0.535,0.152591428114775,0.763631282010261,0.34559348,0.4805463,0.41426384
"246","put","hang",0.3,0.636380520798077,0.89081001053812,0.3062896,0.45020956,0.30665123
"247","go","sell",0.097,0.375772342382327,0.85053389743409,0.4472916,0.6323148,0.33563882
"248","give","steal",0.05,0.201753705305185,0.779791970066077,0.37656865,0.55667394,0.32893547
"249","give","know",0.088,0.531101175235054,0.88103650034341,0.60309374,0.7988026,0.31619173
"250","borrow","want",0.177,0.578101169611812,0.860218675824042,0.28162032,0.53970593,0.29804707
"251","enter","owe",0.068,0.0594443672784881,0.713761579060367,0.021371394,0.24178661,0.18767129
